9845,9720
7238,5403,3260
2627,8248,8891
2629,3493,873
7594,9083,8562
5035,5128,9883
3874,3096,9327
2432,6735,3263
7811,3238,4380
8805,8445,3855
8217,4,4674
9069,679,1058
3641,650,4733
91,8955,1157
7104,3236,5066
3876,9886,3478
7521,9620,6855
4685,4717,4864
4985,6278,8230
5774,1103,1675
3687,9602,5344
3082,6530,542
6453,373,2526
6301,4772,4595
348,6160,7729
2746,7058,1797
4197,7816,1182
2072,1064,1145
8175,8464,3874
4323,8845,3829
2496,545,6463
7079,7917,4678
7218,7855,1755
9321,5884,7047
6988,3403,8348
4335,3677,1924
7079,8613,6778
8673,2973,8438
8259,5084,9316
2693,9310,8643
2109,5517,2374
9268,6658,6796
6777,2085,7942
1835,7737,9387
8894,7718,5237
4678,8088,9482
9990,4083,3116
6333,3216,6441
1917,8049,668
7800,6392,1955
1849,8948,3264
3024,4451,9485
7983,9113,5401
8941,2347,9171
6865,3571,2911
3769,6435,3698
4554,32,3982
575,3531,9937
1816,9867,316
9290,3520,9423
8451,9030,1216
7276,225,5190
6241,1148,8259
1093,6173,7758
5524,6165,1747
2686,4210,6543
8962,4163,1519
298,9046,7044
7055,8322,2402
1024,4340,6064
568,7647,382
5361,8402,2391
832,4041,8012
276,1572,881
4795,6463,4951
4514,6535,6442
2828,7275,4097
7035,3663,6310
1265,2413,6692
2562,1012,8496
3550,6956,3489
9813,5425,316
4734,8096,1881
4599,2437,8505
5825,2088,3679
500,7235,1262
557,6117,1830
1168,7391,7298
4581,7140,1894
188,426,3233
4745,1172,792
8601,4908,9611
1283,5090,8931
1201,8444,9420
6800,7672,7974
1572,2473,6808
9054,6020,6806
2433,1464,7663
2942,8540,7665
1050,2578,6397
9419,9755,2881
2710,8340,6138
1347,1923,5794
8515,4833,3631
4535,2175,7140
8682,9469,3676
2279,5650,1554
187,688,6314
3950,3483,3204
9966,1682,6940
9950,9739,8135
5710,1279,7905
1471,8375,7696
1074,555,8330
4117,397,3405
8554,7294,5883
2201,3280,4559
2534,3791,3915
9836,3113,9872
4705,1845,3558
1712,8338,4559
8574,61,1952
3082,3114,3855
765,6595,4054
7971,7834,1201
2421,3540,8438
7586,473,8715
6798,6890,7633
6452,9872,8785
1353,904,7975
9686,2390,3723
981,8693,178
2423,4748,1595
3097,3784,9197
3478,7592,876
9740,5900,3204
7726,8483,578
6965,6167,6104
2371,4952,702
8782,643,1537
6316,8737,4073
7017,2772,6194
867,4798,6731
7290,4318,474
8201,2126,5518
4432,7469,836
7426,8656,483
8523,5354,758
6369,9033,3225
4535,5860,6757
586,7934,9518
1763,7804,8387
7237,4605,9079
5726,2875,1567
7289,8580,6399
2821,7699,8249
6898,5938,7788
8009,4397,642
1537,3580,3479
2876,4411,3128
8566,6641,942
9263,4337,2795
858,1132,505
9524,1213,4902
3808,198,7327
3040,983,5839
6146,7193,5247
11,4287,3731
3809,9440,3175
1608,3979,9951
2719,2560,8176
9716,5111,7542
6389,3905,7798
6608,9007,1922
8296,3640,4878
1600,6183,4864
9311,9914,1765
8096,3823,4119
5808,3328,731
2018,599,3947
1053,112,8716
2544,2349,1525
7027,1565,7646
2858,3015,2290
8988,6475,9048
7522,5274,4184
1692,2367,1027
1333,5988,6559
5941,7043,1279
8591,3098,7453
3334,6442,9565
2869,9925,3715
1922,5296,4406
2884,574,2207
2807,9773,8693
1974,739,6896
5804,2592,1172
9719,1416,4021
6792,9195,7816
9572,1800,9585
6396,1559,8365
9782,1296,2121
9171,9002,5492
4943,7997,9345
5891,5851,3890
4276,5876,9022
5957,9048,9158
1470,7000,6300
1215,401,4324
3123,8795,7735
4508,1378,1411
9016,6189,9620
7226,5947,2504
364,1343,7057
5590,6616,2602
7258,4474,2026
7309,376,8858
5878,7361,7365
1600,7178,1286
1968,6903,1147
9415,3743,5909
5232,7285,1202
3593,4169,8768
2861,3307,3248
9622,2116,7083
1737,3035,447
3294,3151,6861
2698,7825,7318
2161,5656,4286
3146,5255,7799
5493,7208,9359
3794,4808,6332
6945,7830,3694
4282,1760,3443
6002,1870,6015
8693,2183,9607
6984,488,5954
1469,4555,532
5659,5526,1353
8871,2623,7611
8339,4218,5839
1279,1708,9673
2653,6214,2942
8684,2781,5867
1870,3023,1413
841,7273,584
3576,5085,1970
9607,4528,5812
846,542,20
4483,3597,3755
5157,330,8109
129,6224,2764
8624,3600,5747
2651,6592,2802
1309,207,7864
8138,4651,7788
3680,9802,8161
7430,9760,1430
7547,1487,4576
9788,5348,8231
6805,1090,8976
4196,8785,4903
4210,4770,2563
4,4103,8334
994,9437,1292
7513,2210,2883
687,9702,7462
9849,148,2643
7895,6476,5802
6747,449,2866
3928,2760,8260
3575,8784,6810
359,3186,775
791,8534,4893
3761,3955,1043
5207,6251,3536
8857,1065,5573
6779,3891,8486
5399,8215,3090
2086,3722,1183
4573,9673,5042
5887,2603,6154
2023,4416,4438
5463,18,2480
8111,4940,4794
8156,988,9087
2819,3221,1788
9399,7996,5577
1726,2732,3046
8560,881,4122
108,4858,8658
5953,7911,9255
6080,7510,4090
4407,8991,9644
554,4393,2186
1217,3071,9144
8661,514,8027
7382,7163,7520
5012,1814,2664
5170,9912,3976
7634,3020,9727
8227,3378,8553
5720,658,8115
2687,7182,4512
1988,3793,4505
5973,6499,5647
9135,3079,4299
5483,4843,273
3287,3036,723
8928,5221,1773
8555,390,5670
2513,7810,7639
8883,2079,6199
6882,8401,9306
5482,3613,240
1999,8994,2476
2413,5319,83
9231,1277,3494
4894,8418,3535
552,9964,5094
7373,7228,9716
7271,4852,3672
199,4500,2894
5934,756,8743
1244,4832,3745
8015,6432,3511
9456,790,732
6902,4838,5352
6552,3634,2889
6426,3617,9952
1721,4887,4206
5838,6774,5384
3478,4317,7110
4027,4577,7239
7538,6740,2378
3966,4089,7224
2736,7769,7121
4885,8400,1145
6638,8559,3149
7239,4151,8253
8265,2167,7152
